file_key,placeholder_name,sink_line,vuln_type,verdict
Dataherald/dataherald/dataherald~sql_generator~dataherald_sqlagent.py,SUFFIX_WITH_FEW_SHOT_SAMPLES,307,sql-injection,yes
Dataherald/dataherald/dataherald~sql_generator~dataherald_sqlagent.py,agent_scratchpad,300,sql-injection,yes
Dataherald/dataherald/dataherald~sql_generator~dataherald_sqlagent.py,agent_scratchpad,307,sql-injection,yes
Dataherald/dataherald/dataherald~sql_generator~dataherald_sqlagent.py,max_examples,300,sql-injection,no
Dataherald/dataherald/dataherald~sql_generator~dataherald_sqlagent.py,max_examples,307,sql-injection,no
Dataherald/dataherald/dataherald~sql_generator~dataherald_sqlagent.py,toolkit.dialect,300,sql-injection,no
Dataherald/dataherald/dataherald~sql_generator~dataherald_sqlagent.py,toolkit.dialect,307,sql-injection,no
Dataherald/dataherald/dataherald~sql_generator~dataherald_sqlagent.py,user_question.question,300,sql-injection,yes
Dataherald/dataherald/dataherald~sql_generator~dataherald_sqlagent.py,user_question.question,307,sql-injection,yes
Nuggt-dev/Nuggt/nuggt-wizcoder~python_repl.py,code,21,code-injection,yes
Nuggt-dev/Nuggt/nuggt-wizcoder~python_repl.py,error,21,code-injection,yes
Nuggt-dev/Nuggt/nuggt-wizcoder~python_repl.py,"messages[0][""content""]",21,code-injection,yes
TimMerino1710/five-dollar-model/dataset_processing~map_dataset_creation.py,"f""{labels}""",147,code-injection,yes
TimMerino1710/five-dollar-model/dataset_processing~map_dataset_creation.py,prompt,147,code-injection,yes
Xyntopia/pydoxtools/pydoxtools~extract_nlpchat.py,"""\n---\n"".join(context) if context else None",277,unsafe-deserialization,yes
Xyntopia/pydoxtools/pydoxtools~extract_nlpchat.py,format,277,unsafe-deserialization,yes
Xyntopia/pydoxtools/pydoxtools~extract_nlpchat.py,objective,277,unsafe-deserialization,yes
Xyntopia/pydoxtools/pydoxtools~extract_nlpchat.py,previous_tasks,277,unsafe-deserialization,yes
Xyntopia/pydoxtools/pydoxtools~extract_nlpchat.py,task,277,unsafe-deserialization,yes
YiVal/YiVal/demo~guardrails~run_leetcode.py,gr.complete_json_suffix,125,code-injection,yes
YiVal/YiVal/demo~guardrails~run_leetcode.py,leetcode_problem,125,code-injection,yes
YiVal/YiVal/src~yival~common~auto_cofig_utils.py,parameter,163,code-injection,yes
YiVal/YiVal/src~yival~common~auto_cofig_utils.py,response,163,code-injection,no
YiVal/YiVal/src~yival~common~auto_cofig_utils.py,task,163,code-injection,yes
adrida/Temporal_RAG/huggingface_space_app~temporal_augmented_retrival.py,text,112,code-injection,yes
aneasystone/weekly-practice/notes~week047-structured-data-qa~demo~lcel.py,db.get_table_info(),17,sql-injection,yes
aneasystone/weekly-practice/notes~week047-structured-data-qa~demo~lcel.py,db.get_table_info(),47,sql-injection,yes
aneasystone/weekly-practice/notes~week047-structured-data-qa~demo~lcel.py,"db.run(x[""query""])",17,sql-injection,no
aneasystone/weekly-practice/notes~week047-structured-data-qa~demo~lcel.py,"db.run(x[""query""])",47,sql-injection,no
aneasystone/weekly-practice/notes~week047-structured-data-qa~demo~lcel.py,sql_response,17,sql-injection,no
aneasystone/weekly-practice/notes~week047-structured-data-qa~demo~lcel.py,sql_response,47,sql-injection,yes
biobootloader/wolverine/wolverine~wolverine.py,SYSTEM_PROMPT,42,command-injection,yes
biobootloader/wolverine/wolverine~wolverine.py,args,42,command-injection,no
biobootloader/wolverine/wolverine~wolverine.py,error_message,42,command-injection,yes
biobootloader/wolverine/wolverine~wolverine.py,file_with_lines,42,command-injection,yes
deepset-ai/biqa-llm/sql_generation.py,few_shot_prompt,106,sql-injection,yes
deepset-ai/biqa-llm/sql_generation.py,question,106,sql-injection,yes
deepset-ai/biqa-llm/sql_generation.py,raw_desc_prompt,106,sql-injection,yes
deepset-ai/biqa-llm/sql_generation.py,schema,106,sql-injection,yes
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,310,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,325,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,417,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,421,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,445,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,453,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,485,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,492,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,519,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,559,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,567,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,686,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,798,sql-injection,yes
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,967,sql-injection,no
devinbost/moonshot/DataAccess.py,relevant_column_descriptions,1056,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,310,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,325,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,417,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,421,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,445,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,453,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,485,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,492,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,519,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,559,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,567,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,686,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,798,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,967,sql-injection,no
devinbost/moonshot/DataAccess.py,table_rows,1056,sql-injection,no
hambuger/Andrew/code_util~learn.py,skill_name,32,command-injection,yes
langroid/langroid/langroid~agent~special~sql~sql_chat_agent.py,"DEFAULT_SYS_MSG.format(dialect=self.engine.dialect.name, schema_dict=self.table_metadata)",291,sql-injection,yes
langroid/langroid/langroid~agent~special~sql~sql_chat_agent.py,msg,291,sql-injection,yes
langroid/langroid/langroid~agent~special~sql~sql_chat_agent.py,self._format_message(),291,sql-injection,yes
langroid/langroid/langroid~agent~special~sql~sql_chat_agent.py,self.config.system_message.format(mode=message),291,sql-injection,yes
langroid/langroid/langroid~agent~special~sql~sql_chat_agent.py,self.engine.dialect.name,291,sql-injection,no
langroid/langroid/langroid~agent~special~sql~sql_chat_agent.py,self.table_metadata,291,sql-injection,yes
lynxkite/lynxkite/sphynx~python~llm_pandas_on_graph.py,e[0],188,code-injection,yes
lynxkite/lynxkite/sphynx~python~llm_pandas_on_graph.py,e[1].strip(),188,code-injection,yes
lynxkite/lynxkite/sphynx~python~llm_pandas_on_graph.py,edges,188,code-injection,yes
lynxkite/lynxkite/sphynx~python~llm_pandas_on_graph.py,examples[0][0],188,code-injection,yes
lynxkite/lynxkite/sphynx~python~llm_pandas_on_graph.py,examples[0][1].strip(),188,code-injection,yes
lynxkite/lynxkite/sphynx~python~llm_pandas_on_graph.py,nodes,188,code-injection,yes
lynxkite/lynxkite/sphynx~python~llm_pandas_on_graph.py,output_schema,188,code-injection,yes
lynxkite/lynxkite/sphynx~python~llm_pandas_on_graph.py,query,188,code-injection,yes
saten-private/BabyCommandAGI/babyagi.py,ExecutedTaskParser().encode(executed_task_list),706,command-injection,no
saten-private/BabyCommandAGI/babyagi.py,TaskParser().encode(task_list),706,command-injection,no
saten-private/BabyCommandAGI/babyagi.py,all_output_for_command,706,command-injection,yes
saten-private/BabyCommandAGI/babyagi.py,command,706,command-injection,no
saten-private/BabyCommandAGI/babyagi.py,current_dir,706,command-injection,no
saten-private/BabyCommandAGI/babyagi.py,lastlines,706,command-injection,yes
saten-private/BabyCommandAGI/babyagi.py,objective,706,command-injection,no
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,func_a,198,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,func_a,425,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,func_a_src,198,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,func_a_src,425,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,func_b,198,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,func_b,425,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,func_b_src,198,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,func_b_src,425,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,prompt_template,198,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,prompt_template,425,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,response,198,code-injection,yes
shreyashankar/spade-experiments/spade_v3~check_subsumes.py,response,425,code-injection,yes
ttwj/open-carbon-viz/fetch_and_rate.py,AI_PROMPT,111,ssrf,no
ttwj/open-carbon-viz/fetch_and_rate.py,HUMAN_PROMPT,111,ssrf,no
ttwj/open-carbon-viz/fetch_and_rate.py,pdd_content,111,ssrf,no
ttwj/open-carbon-viz/fetch_and_rate.py,str(response.json()),111,ssrf,yes
yoheinakajima/babyagi/babycoder~babycoder.py,code_chunk,109,command-injection,no
yoheinakajima/babyagi/babycoder~babycoder.py,code_chunk,129,command-injection,no
yoheinakajima/babyagi/babycoder~babycoder.py,context_chunks,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,context_chunks,129,command-injection,no
yoheinakajima/babyagi/babycoder~babycoder.py,current_directory_files,109,command-injection,no
yoheinakajima/babyagi/babycoder~babycoder.py,current_directory_files,129,command-injection,no
yoheinakajima/babyagi/babycoder~babycoder.py,existing_code_snippet,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,existing_code_snippet,129,command-injection,no
yoheinakajima/babyagi/babycoder~babycoder.py,file_path,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,file_path,129,command-injection,no
yoheinakajima/babyagi/babycoder~babycoder.py,human_feedback,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,human_feedback,129,command-injection,no
yoheinakajima/babyagi/babycoder~babycoder.py,isolated_context,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,isolated_context,129,command-injection,no
yoheinakajima/babyagi/babycoder~babycoder.py,objective,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,objective,129,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,os_version,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,os_version,129,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,recommendation,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,recommendation,129,command-injection,no
yoheinakajima/babyagi/babycoder~babycoder.py,task,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,task,129,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,task_description,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,task_description,129,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,task_list_json,109,command-injection,yes
yoheinakajima/babyagi/babycoder~babycoder.py,task_list_json,129,command-injection,yes
yoheinakajima/babyagi/classic~BabyCatAGI.py,OBJECTIVE,148,ssrf,yes
yoheinakajima/babyagi/classic~BabyCatAGI.py,chunk,148,ssrf,yes
yoheinakajima/babyagi/classic~BabyCatAGI.py,notes,148,ssrf,yes
yoheinakajima/babyagi/classic~BabyCatAGI.py,objective,148,ssrf,yes
yoheinakajima/babyagi/classic~BabyCatAGI.py,task,148,ssrf,yes
yoheinakajima/babyagi/classic~BabyCatAGI.py,websearch_var,148,ssrf,no
